date,p1CharCode,p2CharCode,winner 
08-25 06:34:39,2,10,2
08-25 06:34:38,11,7,2
08-25 06:34:37,9,5,2
08-25 06:34:36,7,9,2
08-25 06:34:35,12,9,2
08-25 06:34:34,12,15,2
08-25 06:34:32,7,0,1
08-25 06:34:32,14,13,2
08-25 06:34:32,13,0,1
08-25 06:34:31,0,14,1
08-25 06:34:31,13,10,2
08-25 06:34:30,8,13,2
08-25 06:34:29,12,13,2
08-25 06:34:28,11,10,2
08-25 06:34:28,7,12,2
08-25 06:34:28,13,9,1
08-25 06:34:26,2,7,1
08-25 06:34:25,7,7,2
08-25 06:34:24,11,12,1
08-25 06:34:24,11,5,2
08-25 06:34:23,10,9,1
08-25 06:34:23,10,9,1
08-25 06:34:18,9,1,2
08-25 06:34:12,5,8,1
08-25 06:34:10,12,1,2
08-25 06:34:06,8,5,2
08-25 06:34:06,3,14,1
08-25 06:34:06,0,8,2
08-25 06:34:03,14,7,2
08-25 06:34:02,8,10,2
08-25 06:34:02,8,10,2
08-25 06:34:00,12,0,1
08-25 06:33:59,4,14,1
08-25 06:33:58,3,1,1
08-25 06:33:55,4,15,2
08-25 06:33:54,2,0,1
08-25 06:33:52,9,3,1
08-25 06:33:52,12,14,2
08-25 06:33:51,1,10,1
08-25 06:33:49,9,6,2
08-25 06:33:48,12,11,2
08-25 06:33:48,5,8,1
08-25 06:33:44,7,10,2
08-25 06:33:44,3,12,1
08-25 06:33:42,8,5,1
08-25 06:33:41,12,10,2
08-25 06:33:40,14,7,1
08-25 06:33:37,1,4,2
08-25 06:33:35,1,11,2
08-25 06:33:32,10,1,2
08-25 06:33:32,10,10,1
08-25 06:33:31,0,11,2
08-25 06:33:29,0,7,1
08-25 06:33:29,9,11,2
08-25 06:33:28,4,14,2
08-25 06:33:27,2,10,2
08-25 06:33:23,11,8,2
08-25 06:33:20,2,1,1
08-25 06:33:20,4,1,2
08-25 06:33:15,10,9,1
08-25 06:33:15,2,8,2
08-25 06:33:12,5,9,1
08-25 06:33:11,1,11,1
08-25 06:33:10,11,1,2
08-25 06:33:09,7,12,2
08-25 06:33:07,5,11,2
08-25 06:33:05,5,9,1
08-25 06:33:04,12,2,1
08-25 06:33:04,5,1,2
08-25 06:32:57,12,9,1
08-25 06:32:57,12,15,1
08-25 06:32:55,7,11,2
08-25 06:32:55,7,6,1
08-25 06:32:54,4,8,1
08-25 06:32:53,14,2,2
08-25 06:32:48,7,10,2
08-25 06:32:46,2,4,1
08-25 06:32:46,12,13,2
08-25 06:32:45,0,9,2
08-25 06:32:45,2,10,1
08-25 06:32:43,15,9,1
08-25 06:32:39,12,9,1
08-25 06:32:39,7,2,2
08-25 06:32:39,3,14,1
08-25 06:32:36,7,0,2
08-25 06:32:36,8,5,2
08-25 06:32:35,3,3,2
08-25 06:32:35,11,12,2
08-25 06:32:34,11,7,1
08-25 06:32:34,5,11,1
08-25 06:32:30,4,5,2
08-25 06:32:27,10,9,1
08-25 06:32:27,13,9,1
08-25 06:32:23,9,3,1
08-25 06:32:23,8,10,2
08-25 06:32:19,3,1,1
08-25 06:32:18,4,9,2
08-25 06:32:17,1,10,1
08-25 06:32:17,12,11,2
08-25 06:32:15,7,9,1
08-25 06:32:14,0,14,1
08-25 06:32:11,8,5,1
08-25 06:32:10,9,6,2
08-25 06:32:08,14,7,1
08-25 06:32:05,9,13,1
08-25 06:32:04,2,7,2
08-25 06:32:03,5,8,1
08-25 06:32:02,11,3,2
08-25 06:32:01,14,7,1
08-25 06:31:58,9,1,2
08-25 06:31:53,7,5,2
08-25 06:31:52,7,7,2
08-25 06:31:51,4,1,1
08-25 06:31:43,11,6,1
08-25 06:31:41,11,10,2
08-25 06:31:41,13,10,1
08-25 06:31:38,12,15,2
08-25 06:31:35,5,8,1
08-25 06:31:35,5,8,2
08-25 06:31:33,7,10,2
08-25 06:31:31,9,14,2
08-25 06:31:27,7,6,1
08-25 06:31:26,10,1,2
08-25 06:31:25,0,9,1
08-25 06:31:25,5,9,2
08-25 06:31:23,7,11,2
08-25 06:31:23,8,5,2
08-25 06:31:21,10,10,1
08-25 06:31:21,7,12,2
08-25 06:31:19,1,11,2
08-25 06:31:16,14,7,1
08-25 06:31:12,15,12,2
08-25 06:31:10,5,5,2
08-25 06:31:10,9,11,1
08-25 06:31:09,1,4,1
08-25 06:31:06,15,7,2
08-25 06:31:06,11,1,2
08-25 06:31:02,3,12,1
08-25 06:30:59,0,2,2
08-25 06:30:57,12,13,2
08-25 06:30:57,4,8,1
08-25 06:30:54,5,9,1
08-25 06:30:54,7,9,2
08-25 06:30:52,4,5,2
08-25 06:30:50,12,11,2
08-25 06:30:49,3,1,1
08-25 06:30:49,10,9,2
08-25 06:30:47,2,12,1
08-25 06:30:45,15,9,1
08-25 06:30:44,1,0,2
08-25 06:30:44,11,1,2
08-25 06:30:40,2,7,1
08-25 06:30:37,0,7,1
08-25 06:30:35,1,11,2
08-25 06:30:34,8,12,2
08-25 06:30:34,5,9,2
08-25 06:30:34,5,9,2
08-25 06:30:32,7,2,2
08-25 06:30:32,12,2,2
08-25 06:30:31,10,5,2
08-25 06:30:31,8,5,1
08-25 06:30:29,12,13,1
08-25 06:30:27,10,9,2
08-25 06:30:27,2,4,2
08-25 06:30:27,15,1,1
08-25 06:30:25,2,1,1
08-25 06:30:25,12,9,2
08-25 06:30:24,0,9,1
08-25 06:30:21,13,2,1
08-25 06:30:20,14,3,1
08-25 06:30:20,9,6,2
08-25 06:30:19,12,15,1
08-25 06:30:17,3,14,1
08-25 06:30:17,4,13,2
08-25 06:30:14,11,7,1
08-25 06:30:14,1,10,1
08-25 06:30:12,5,1,2
08-25 06:30:11,5,11,2
08-25 06:30:10,1,11,2
08-25 06:30:09,3,3,1
08-25 06:30:09,15,13,1
08-25 06:30:09,5,11,2
08-25 06:30:08,9,2,2
08-25 06:30:08,5,9,2
08-25 06:29:58,2,1,1
08-25 06:29:57,3,0,2
08-25 06:29:53,0,9,1
08-25 06:29:49,4,5,2
08-25 06:29:46,13,9,1
08-25 06:29:45,11,1,2
08-25 06:29:45,0,14,2
08-25 06:29:43,9,3,1
08-25 06:29:43,9,13,2
08-25 06:29:43,11,8,1
08-25 06:29:41,10,9,1
08-25 06:29:40,5,9,1
08-25 06:29:38,15,7,1
08-25 06:29:37,5,1,1
08-25 06:29:34,0,8,1
08-25 06:29:34,15,10,1
08-25 06:29:34,7,7,2
08-25 06:29:34,7,7,2
08-25 06:29:33,11,1,1
08-25 06:29:32,5,5,2
08-25 06:29:31,1,4,1
08-25 06:29:30,8,10,2
08-25 06:29:30,13,10,2
08-25 06:29:29,8,2,2
08-25 06:29:29,9,1,2
08-25 06:29:29,5,8,2
08-25 06:29:24,1,11,2
08-25 06:29:23,4,1,1
08-25 06:29:22,14,7,1
08-25 06:29:18,5,0,2
08-25 06:29:17,14,7,2
08-25 06:29:16,8,5,2
08-25 06:29:12,5,10,1
08-25 06:29:11,5,8,1
08-25 06:29:09,12,11,1
08-25 06:29:08,4,9,2
08-25 06:29:08,9,14,1
08-25 06:29:05,10,13,1
08-25 06:29:04,9,11,1
08-25 06:29:04,12,0,1
08-25 06:29:02,11,8,2
08-25 06:28:59,10,5,2
08-25 06:28:56,0,7,1
08-25 06:28:54,5,9,2
08-25 06:28:52,7,11,2
08-25 06:28:52,15,13,2
08-25 06:28:46,13,9,1
08-25 06:28:42,15,12,1
08-25 06:28:41,8,7,2
08-25 06:28:40,12,13,1
08-25 06:28:40,0,11,2
08-25 06:28:38,7,2,1
08-25 06:28:38,3,14,1
08-25 06:28:37,11,10,1
08-25 06:28:36,1,11,1
08-25 06:28:31,3,12,1
08-25 06:28:28,15,9,2
08-25 06:28:27,5,5,2
08-25 06:28:25,11,6,2
08-25 06:28:24,9,12,2
08-25 06:28:22,2,12,1
08-25 06:28:22,14,3,1
08-25 06:28:21,5,9,1
08-25 06:28:19,12,9,1
08-25 06:28:18,0,8,1
08-25 06:28:15,5,9,2
08-25 06:28:12,10,9,1
08-25 06:28:10,3,0,2
08-25 06:28:09,0,9,2
08-25 06:28:09,5,1,2
08-25 06:28:07,9,3,1
08-25 06:28:06,11,1,1
08-25 06:28:06,2,11,2
08-25 06:28:03,4,5,1
08-25 06:28:02,12,7,2
08-25 06:28:01,7,1,2
08-25 06:28:00,2,10,1
08-25 06:27:59,0,8,2
08-25 06:27:58,12,13,1
08-25 06:27:57,8,10,2
08-25 06:27:50,3,0,2
08-25 06:27:49,5,11,1
08-25 06:27:48,11,8,2
08-25 06:27:46,4,13,1
08-25 06:27:42,2,8,1
08-25 06:27:42,1,11,2
08-25 06:27:41,15,1,1
08-25 06:27:36,1,0,1
08-25 06:27:36,11,1,1
08-25 06:27:36,11,1,1
08-25 06:27:35,3,3,2
08-25 06:27:35,12,11,2
08-25 06:27:34,5,1,1
08-25 06:27:33,10,13,2
08-25 06:27:26,10,4,2
08-25 06:27:25,7,7,2
08-25 06:27:25,1,4,1
08-25 06:27:22,12,2,1
08-25 06:27:22,11,8,2
08-25 06:27:19,0,11,1
08-25 06:27:18,11,1,1
08-25 06:27:18,8,2,2
08-25 06:27:16,13,9,1
08-25 06:27:15,1,1,1
08-25 06:27:13,5,10,1
08-25 06:27:13,12,0,2
08-25 06:27:13,9,1,1
08-25 06:27:08,9,2,1
08-25 06:27:07,14,7,1
08-25 06:27:07,3,14,1
08-25 06:27:05,15,7,2
08-25 06:27:05,13,2,2
08-25 06:27:03,10,9,1
08-25 06:27:03,9,11,2
08-25 06:27:01,5,8,2
08-25 06:26:59,7,11,1
08-25 06:26:57,5,0,2
08-25 06:26:57,3,12,1
08-25 06:26:55,14,7,1
08-25 06:26:55,5,8,1
08-25 06:26:55,0,11,2
08-25 06:26:49,12,0,2
08-25 06:26:46,2,1,1
08-25 06:26:45,9,12,1
08-25 06:26:42,4,10,2
08-25 06:26:41,3,0,2
08-25 06:26:40,1,11,1
08-25 06:26:40,2,5,2
08-25 06:26:39,4,9,2
08-25 06:26:38,0,8,1
08-25 06:26:35,5,7,2
08-25 06:26:32,9,1,1
08-25 06:26:32,15,9,1
08-25 06:26:29,9,3,1
08-25 06:26:29,10,9,2
08-25 06:26:28,10,5,2
08-25 06:26:27,15,13,2
08-25 06:26:26,3,0,1
08-25 06:26:25,9,4,1
08-25 06:26:23,0,11,2
08-25 06:26:23,9,14,2
08-25 06:26:22,3,1,2
08-25 06:26:21,2,8,2
08-25 06:26:16,7,2,1
08-25 06:26:15,8,10,2
08-25 06:26:10,11,8,2
08-25 06:26:09,8,5,2
08-25 06:26:08,2,10,1
08-25 06:26:08,11,1,2
08-25 06:26:06,5,10,1
08-25 06:26:06,9,13,2
08-25 06:26:06,9,5,2
08-25 06:26:04,12,13,2
08-25 06:26:03,11,6,1
08-25 06:26:01,7,11,2
08-25 06:26:00,5,1,1
08-25 06:25:59,4,13,1
08-25 06:25:54,6,0,1
08-25 06:25:52,5,15,1
08-25 06:25:48,12,13,1
08-25 06:25:47,7,10,2
08-25 06:25:43,9,1,2
08-25 06:25:42,5,8,2
08-25 06:25:41,8,2,1
08-25 06:25:39,9,2,1
08-25 06:25:34,3,12,2
08-25 06:25:32,5,9,1
08-25 06:25:32,3,14,1
08-25 06:25:30,11,1,1
08-25 06:25:30,0,11,2
08-25 06:25:30,0,11,2
08-25 06:25:27,5,4,1
08-25 06:25:25,14,7,1
08-25 06:25:25,5,1,1
08-25 06:25:25,7,11,1
08-25 06:25:25,7,5,1
08-25 06:25:24,14,3,1
08-25 06:25:21,0,8,1
08-25 06:25:20,4,5,2
08-25 06:25:19,10,9,1
08-25 06:25:18,4,10,2
08-25 06:25:17,2,12,1
08-25 06:25:15,1,11,1
08-25 06:25:14,10,13,1
08-25 06:25:12,2,11,2
08-25 06:25:10,15,1,1
08-25 06:25:05,2,1,1
08-25 06:25:04,3,0,1
08-25 06:25:01,5,0,1
08-25 06:25:01,4,9,2
08-25 06:24:59,0,1,1
08-25 06:24:58,3,3,2
08-25 06:24:55,12,11,2
08-25 06:24:53,11,6,1
08-25 06:24:52,3,1,2
08-25 06:24:52,9,4,1
08-25 06:24:52,9,11,1
08-25 06:24:51,4,13,1
08-25 06:24:51,7,1,2
08-25 06:24:51,10,4,1
08-25 06:24:50,2,12,2
08-25 06:24:43,4,14,2
08-25 06:24:40,14,1,2
08-25 06:24:39,3,1,2
08-25 06:24:37,0,11,2
08-25 06:24:35,14,7,2
08-25 06:24:33,0,8,1
08-25 06:24:31,12,2,2
08-25 06:24:31,2,8,2
08-25 06:24:30,1,0,1
08-25 06:24:26,0,11,1
08-25 06:24:25,9,12,2
08-25 06:24:22,11,8,2
08-25 06:24:21,7,14,2
08-25 06:24:21,12,9,1
08-25 06:24:15,11,8,1
08-25 06:24:14,5,8,2
08-25 06:24:12,7,7,2
08-25 06:24:12,2,5,2
08-25 06:24:11,0,11,1
08-25 06:24:05,12,13,2
08-25 06:24:00,4,9,2
08-25 06:24:00,8,10,2
08-25 06:23:58,4,10,2
08-25 06:23:54,5,11,2
08-25 06:23:53,1,9,2
08-25 06:23:53,15,7,2
08-25 06:23:52,12,14,1
08-25 06:23:51,0,8,1
08-25 06:23:50,9,1,1
08-25 06:23:49,7,11,1
08-25 06:23:45,9,11,2
08-25 06:23:45,5,7,1
08-25 06:23:44,11,1,1
08-25 06:23:43,9,4,1
08-25 06:23:42,5,15,1
08-25 06:23:42,14,7,2
08-25 06:23:41,2,1,1
08-25 06:23:40,4,5,2
08-25 06:23:39,8,5,2
08-25 06:23:38,9,13,1
08-25 06:23:35,10,9,2
08-25 06:23:34,9,14,2
08-25 06:23:33,9,5,2
08-25 06:23:33,5,1,2
08-25 06:23:32,3,1,1
08-25 06:23:30,2,14,2
08-25 06:23:29,9,1,1
08-25 06:23:19,7,1,2
08-25 06:23:18,12,11,2
08-25 06:23:13,0,11,2
08-25 06:23:13,6,0,2
08-25 06:23:08,0,5,1
08-25 06:23:08,2,12,2
08-25 06:23:08,11,6,1
08-25 06:23:07,5,13,2
08-25 06:23:07,1,11,2
08-25 06:23:05,3,13,1
08-25 06:23:05,11,9,2
08-25 06:23:04,2,3,2
08-25 06:22:57,10,3,1
08-25 06:22:57,15,9,2
08-25 06:22:56,7,11,1
08-25 06:22:54,7,5,1
08-25 06:22:51,2,12,1
08-25 06:22:49,4,13,1
08-25 06:22:48,9,9,2
08-25 06:22:48,3,14,1
08-25 06:22:46,3,11,1
08-25 06:22:48,3,14,1
08-25 06:22:46,3,11,1
08-25 06:22:46,2,9,1
08-25 06:22:43,4,13,1
08-25 06:22:37,5,9,2
08-25 06:22:36,2,5,1
08-25 06:22:35,0,11,1
08-25 06:22:34,1,0,2
08-25 06:22:34,14,1,2
08-25 06:22:34,12,2,1
08-25 06:22:34,15,7,2
08-25 06:22:34,6,10,2
08-25 06:22:34,2,11,2
08-25 06:22:32,4,9,2
08-25 06:22:31,5,8,2
08-25 06:22:29,8,10,2
08-25 06:22:27,13,11,2
08-25 06:22:25,15,0,1
08-25 06:22:25,15,0,1
08-25 06:22:23,5,12,1
08-25 06:22:23,9,5,2
08-25 06:22:23,11,1,1
08-25 06:22:21,5,0,1
08-25 06:22:21,3,3,2
08-25 06:22:21,5,7,1
08-25 06:22:20,5,4,1
08-25 06:22:16,7,7,2
08-25 06:22:12,4,14,2
08-25 06:22:07,9,13,1
08-25 06:22:02,0,1,1
08-25 06:22:01,10,4,1
08-25 06:21:58,9,11,2
08-25 06:21:58,12,11,2
08-25 06:21:57,3,1,1
08-25 06:21:55,9,2,2
08-25 06:21:53,5,15,1
08-25 06:21:53,5,15,1
08-25 06:21:50,1,11,1
08-25 06:21:50,2,8,1
08-25 06:21:49,12,14,1
08-25 06:21:49,0,11,2
08-25 06:21:46,3,1,1
08-25 06:21:43,10,1,2
08-25 06:21:42,9,4,2
08-25 06:21:40,7,2,1
08-25 06:21:39,2,10,2
08-25 06:21:38,6,0,2
08-25 06:21:36,4,9,1
08-25 06:21:34,12,12,1
08-25 06:21:34,7,14,2
08-25 06:21:33,11,6,1
08-25 06:21:28,7,11,2
08-25 06:21:27,1,15,1
08-25 06:21:26,10,9,1
08-25 06:21:16,2,14,1
08-25 06:21:16,4,9,2
08-25 06:21:15,15,0,2
08-25 06:21:13,9,14,2
08-25 06:21:12,1,9,1
08-25 06:21:12,5,4,1
08-25 06:21:11,3,11,1
08-25 06:21:10,7,5,1
08-25 06:21:09,9,12,2
08-25 06:21:04,5,0,1
08-25 06:21:04,0,12,1
08-25 06:21:03,1,0,2
08-25 06:21:03,0,11,1
08-25 06:21:00,4,9,1
08-25 06:20:58,9,9,1
08-25 06:20:58,2,12,1
08-25 06:20:58,5,8,1
08-25 06:20:57,5,1,1
08-25 06:20:55,1,9,2
08-25 06:20:53,11,1,1
08-25 06:20:52,5,11,1
08-25 06:20:52,3,3,1
08-25 06:20:50,11,9,2
08-25 06:20:48,2,12,1
08-25 06:20:48,5,8,2
08-25 06:20:47,4,14,2
08-25 06:20:46,9,3,1
08-25 06:20:46,7,11,2
08-25 06:20:45,7,7,2
08-25 06:20:45,4,13,2
08-25 06:20:44,5,12,1
08-25 06:20:44,10,11,2
08-25 06:20:43,0,5,1
08-25 06:20:39,5,13,1
08-25 06:20:39,0,8,2
08-25 06:20:37,5,9,2
08-25 06:20:30,14,7,2
08-25 06:20:26,9,4,1
08-25 06:20:25,9,1,1
08-25 06:20:25,4,13,1
08-25 06:20:24,10,3,1
08-25 06:20:24,5,11,1
08-25 06:20:22,15,9,1
08-25 06:20:21,1,0,2
08-25 06:20:16,14,1,1
08-25 06:20:14,12,14,1
08-25 06:20:10,1,11,2
08-25 06:20:07,3,14,1
08-25 06:20:07,12,12,1
08-25 06:20:06,7,1,2
08-25 06:20:00,9,2,2
08-25 06:20:00,12,2,2
08-25 06:19:55,1,11,1
08-25 06:19:54,0,8,1
08-25 06:19:51,11,4,2
08-25 06:19:50,10,1,2
08-25 06:19:50,5,8,1
08-25 06:19:50,15,0,1
08-25 06:19:49,7,2,1
08-25 06:19:47,2,3,2
08-25 06:19:45,1,15,1
08-25 06:19:45,0,11,1
08-25 06:19:44,13,9,1
08-25 06:19:40,0,12,1
08-25 06:19:39,5,15,1
08-25 06:19:39,10,1,2
08-25 06:19:38,2,10,1
08-25 06:19:38,9,11,2
08-25 06:19:33,0,2,2
08-25 06:19:31,5,4,2
08-25 06:19:31,4,9,2
08-25 06:19:28,2,6,2
08-25 06:19:27,13,11,2
08-25 06:19:24,10,9,2
08-25 06:19:22,9,12,2
08-25 06:19:22,3,11,1
08-25 06:19:22,1,9,1
08-25 06:19:21,9,13,2
08-25 06:19:21,5,0,2
08-25 06:19:16,9,14,2
08-25 06:19:14,5,11,2
08-25 06:19:10,1,0,2
08-25 06:19:09,12,15,1
08-25 06:19:09,2,14,1
08-25 06:19:09,12,1,2
08-25 06:19:08,11,1,1
08-25 06:19:07,7,14,1
08-25 06:19:00,4,7,2
08-25 06:18:58,12,9,2
08-25 06:18:54,0,11,2
08-25 06:18:52,3,3,1
08-25 06:18:50,5,1,1
08-25 06:18:49,11,8,1
08-25 06:18:48,4,9,1
08-25 06:18:46,5,13,1
08-25 06:18:46,10,11,2
08-25 06:18:44,7,11,2
08-25 06:18:42,9,3,1
08-25 06:18:41,2,12,1
08-25 06:18:40,11,5,2
08-25 06:18:39,9,1,1
08-25 06:18:39,2,8,1
08-25 06:18:38,8,5,2
08-25 06:18:37,4,13,2
08-25 06:18:34,0,11,2
08-25 06:18:27,2,8,1
08-25 06:18:27,5,8,2
08-25 06:18:27,11,4,1
08-25 06:18:25,5,8,2
08-25 06:18:24,13,9,1
08-25 06:18:24,0,8,1
08-25 06:18:22,6,1,1
08-25 06:18:22,12,11,2
08-25 06:18:20,8,10,2
08-25 06:18:20,14,5,2
08-25 06:18:19,0,12,1
08-25 06:18:17,10,4,1
08-25 06:18:13,10,9,1
08-25 06:18:11,3,13,1
08-25 06:18:11,0,12,1
08-25 06:18:10,0,5,2
08-25 06:18:10,15,9,1
08-25 06:18:10,3,9,1
08-25 06:18:00,10,5,1
08-25 06:17:57,3,14,1
08-25 06:17:57,0,8,1
08-25 06:17:52,7,1,1
08-25 06:17:51,1,0,2
08-25 06:17:49,9,5,2
08-25 06:17:48,9,4,2
08-25 06:17:47,10,1,1
08-25 06:17:44,9,2,1
08-25 06:17:43,5,7,1
08-25 06:17:43,14,7,1
08-25 06:17:40,12,14,1
08-25 06:17:39,0,11,2
08-25 06:17:38,13,11,2
08-25 06:17:38,12,9,2
08-25 06:17:36,1,9,2
08-25 06:17:34,12,15,1
08-25 06:17:34,9,11,1
08-25 06:17:32,5,9,2
08-25 06:17:30,10,11,1
08-25 06:17:30,15,0,2
08-25 06:17:29,1,0,2
08-25 06:17:29,0,11,1
08-25 06:17:25,2,12,1
08-25 06:17:25,9,3,1
08-25 06:17:23,12,12,1
08-25 06:17:23,7,1,2
08-25 06:17:22,9,12,2
08-25 06:17:20,0,8,1
08-25 06:17:17,0,2,1
08-25 06:17:17,0,2,1
08-25 06:17:17,12,2,1
08-25 06:17:17,15,7,2
08-25 06:17:15,2,6,2
08-25 06:17:13,5,4,1
08-25 06:17:10,11,4,1
08-25 06:17:05,11,5,1
08-25 06:17:04,4,9,2
08-25 06:17:03,9,1,2
08-25 06:17:01,5,15,1
08-25 06:17:00,2,10,1
08-25 06:16:57,1,15,1
08-25 06:16:54,3,3,2
08-25 06:16:53,6,7,2
08-25 06:16:53,8,10,2
08-25 06:16:52,9,13,1
08-25 06:16:52,11,1,1
08-25 06:16:46,12,11,2
08-25 06:16:46,12,11,2
08-25 06:16:46,10,3,2
08-25 06:16:46,10,1,1
08-25 06:16:46,11,6,1
08-25 06:16:43,7,1,1
08-25 06:16:43,2,12,1
08-25 06:16:41,1,14,1
08-25 06:16:39,0,5,1
08-25 06:16:36,5,11,1
08-25 06:16:32,13,9,1
08-25 06:16:29,1,11,1
08-25 06:16:28,7,11,2
08-25 06:16:26,12,1,1
08-25 06:16:25,0,11,2
08-25 06:16:23,14,5,1
08-25 06:16:22,2,9,2
08-25 06:16:20,7,2,1
08-25 06:16:19,0,11,1
08-25 06:16:17,4,7,2
08-25 06:16:16,5,7,1
08-25 06:16:15,9,1,1
08-25 06:16:14,10,4,2
08-25 06:16:14,0,12,1
08-25 06:16:10,3,13,1
08-25 06:16:09,5,9,1
08-25 06:16:01,4,5,2
08-25 06:16:00,12,14,1
08-25 06:16:00,8,5,2
08-25 06:15:59,12,9,2
08-25 06:15:59,1,14,2
08-25 06:15:58,14,7,2
08-25 06:15:57,7,1,2
08-25 06:15:56,0,5,1
08-25 06:15:52,7,7,1
08-25 06:15:51,3,7,2
08-25 06:15:50,12,15,1
08-25 06:15:50,12,15,1
08-25 06:15:50,5,8,2
08-25 06:15:50,2,8,2
08-25 06:15:45,2,8,2
08-25 06:15:44,0,11,2
08-25 06:15:43,0,2,2
08-25 06:15:41,5,1,2
08-25 06:15:41,6,1,1
08-25 06:15:38,9,11,1
08-25 06:15:33,9,7,1
08-25 06:15:33,9,3,1
08-25 06:15:32,9,4,1
08-25 06:15:32,0,8,1
08-25 06:15:32,1,9,1
08-25 06:15:32,10,1,2
08-25 06:15:31,2,12,1
08-25 06:15:29,11,8,2
08-25 06:15:26,9,11,2
08-25 06:15:21,15,9,1
08-25 06:15:20,3,9,2
08-25 06:15:19,2,10,2
08-25 06:15:17,10,9,1
08-25 06:15:15,7,14,2
08-25 06:15:15,15,0,1
08-25 06:15:14,10,1,2
08-25 06:15:12,0,8,1
08-25 06:15:09,11,5,1
08-25 06:15:08,5,13,1
08-25 06:15:03,0,12,1
08-25 06:15:01,5,7,2
08-25 06:15:01,12,11,2
08-25 06:15:00,14,5,2
08-25 06:15:00,2,6,2
08-25 06:14:59,7,10,1
08-25 06:14:59,1,9,1
08-25 06:14:59,12,2,1
08-25 06:14:58,3,3,2
08-25 06:14:55,14,1,2
08-25 06:14:51,7,1,1
08-25 06:14:47,0,11,2
08-25 06:14:46,9,8,2
08-25 06:14:46,12,12,2
08-25 06:14:46,15,7,2
08-25 06:14:46,9,12,2
08-25 06:14:45,10,11,2
08-25 06:14:44,9,9,2
08-25 06:14:39,5,8,1
08-25 06:14:38,0,5,2
08-25 06:14:35,5,15,1
08-25 06:14:35,9,1,1
08-25 06:14:34,5,9,2
08-25 06:14:24,10,4,1
08-25 06:14:24,1,15,2
08-25 06:14:22,0,11,1
08-25 06:14:14,4,12,2
08-25 06:14:13,0,11,2
08-25 06:14:12,9,4,1
08-25 06:14:12,9,2,1
08-25 06:14:11,8,10,2
08-25 06:14:10,2,8,2
08-25 06:14:10,13,13,2
08-25 06:14:09,2,8,1
08-25 06:14:07,0,11,2
08-25 06:14:06,10,9,2
08-25 06:14:05,1,9,1
08-25 06:14:03,3,4,2
08-25 06:14:02,2,12,2
08-25 06:13:58,9,11,1
08-25 06:13:57,1,9,1
08-25 06:13:56,5,7,1
08-25 06:13:56,1,14,1
08-25 06:13:54,12,1,2
08-25 06:13:54,12,1,2
08-25 06:13:53,4,7,2
08-25 06:13:49,7,7,1
08-25 06:13:46,15,0,1
08-25 06:13:43,6,1,1
08-25 06:13:37,3,7,1
08-25 06:13:35,7,2,1
08-25 06:13:35,11,8,1
08-25 06:13:35,6,7,1
08-25 06:13:32,12,15,1
08-25 06:13:29,4,2,1
08-25 06:13:27,12,14,1
08-25 06:13:26,9,1,1
08-25 06:13:26,10,11,2
08-25 06:13:24,3,9,2
08-25 06:13:21,9,12,2
08-25 06:13:20,7,11,2
08-25 06:13:18,4,5,2
08-25 06:13:18,4,5,2
08-25 06:13:17,15,9,2
08-25 06:13:16,9,1,2
08-25 06:13:14,11,5,1
08-25 06:13:13,0,12,1
08-25 06:13:13,1,9,2
08-25 06:13:12,8,5,2
08-25 06:13:11,5,8,2
08-25 06:13:11,1,14,2
08-25 06:13:10,5,9,1
08-25 06:13:10,11,6,2
08-25 06:13:02,0,11,1
08-25 06:13:00,5,13,2
08-25 06:12:59,1,5,1
08-25 06:12:59,8,11,2
08-25 06:12:59,10,1,2
08-25 06:12:57,0,5,1
08-25 06:12:57,14,1,2
08-25 06:12:54,2,8,1
08-25 06:12:54,9,7,2
08-25 06:12:54,7,10,1
08-25 06:12:52,9,13,2
08-25 06:12:50,7,14,2
08-25 06:12:47,5,1,2
08-25 06:12:44,11,7,1
08-25 06:12:43,7,1,1
08-25 06:12:42,10,5,2
08-25 06:12:40,9,9,2
08-25 06:12:36,1,9,1
08-25 06:12:35,12,12,2
08-25 06:12:34,0,7,1
08-25 06:12:34,12,11,2
08-25 06:12:33,5,8,2
08-25 06:12:33,9,8,1
08-25 06:12:31,8,10,2
08-25 06:12:30,1,9,2
08-25 06:12:24,11,3,1
08-25 06:12:23,0,11,2
08-25 06:12:23,2,12,1
08-25 06:12:21,3,0,2
08-25 06:12:20,0,5,1
08-25 06:12:19,5,15,1
08-25 06:12:19,12,2,2
08-25 06:12:19,11,2,2
08-25 06:12:16,0,11,1
08-25 06:12:13,3,4,1
08-25 06:12:11,7,1,1
08-25 06:12:11,15,7,1
08-25 06:12:11,9,11,2
08-25 06:12:10,8,5,2
08-25 06:12:09,10,9,1
08-25 06:12:07,4,2,1
08-25 06:12:07,7,11,2
08-25 06:12:04,3,3,2
08-25 06:12:03,0,13,2
08-25 06:12:03,1,9,2
08-25 06:12:02,4,5,2
08-25 06:12:01,1,13,1
08-25 06:11:53,9,4,2
08-25 06:11:52,10,12,1
08-25 06:11:52,9,2,1
08-25 06:11:51,13,6,2
08-25 06:11:48,7,2,1
08-25 06:11:43,9,7,2
08-25 06:11:43,9,13,2
08-25 06:11:41,1,14,2
08-25 06:11:39,0,1,1
08-25 06:11:37,7,14,1
08-25 06:11:36,15,9,2
